IEEE_X;2023;Current Status of Micro/Nanosensors and Their Potential Applicability to the Prevention and Early Detection of Forest Fires
IEEE_X;2021;Burnt Forest Estimation from Sentinel-2 Imagery of Australia using Unsupervised Deep Learning
IEEE_X;2025;Forest Fire Detection based on YOLOv8
IEEE_X;2025;AI-Driven Approaches to Wildfire Prediction and Control: Methods, Challenges, and Future Direction
IEEE_X;2024;A Survey of Optimized Compiler Using Advanced Machine learning and Deep Learning Techniques
IEEE_X;2022;RF filter design using Deep Learning and Artificial Intelligence
IEEE_X;2021;A Comparison of Artificial Intelligence-Based Methods in Traffic Prediction
IEEE_X;2022;From Artificial Intelligence to Explainable Artificial Intelligence in Industry 4.0: A Survey on What, How, and Where
IEEE_X;2025;A Comprehensive Survey of Explainable Artificial Intelligence Techniques for Malicious Insider Threat Detection
IEEE_X;2020;A Short Survey: Applications of Artificial Intelligence in Massive MIMO
IEEE_X;2024;Natural Disaster Sustainability Forest Fire Detection System Based on Computer Vision Using Smart IoT Sensor Networks and Deep Learning Techniques
IEEE_X;2022;Video Based Forest Fire and Smoke Detection Using YoLo and CNN
IEEE_X;2021;Path Optimization Development of Sports Industry Management Development under the Background of Artificial Intelligence Era
IEEE_X;2024;Empirical Survey on the Negative Impact of Artificial Intelligence on Book Publishing in Nigeria
IEEE_X;2021;Lightweight Forest Fire Detection Based on Deep Learning
IEEE_X;2024;The Synergistic Role of Deep Learning and Neural Architecture Search in Advancing Artificial Intelligence
IEEE_X;2024;A Comparative Study of Artificial Intelligence and eXplainable AI Techniques for Pulmonary Disease Detection and Its Severity Classification
IEEE_X;2025;Multi-scale Wavelet and Attention Enhanced YOLOv11 for UAV-based Forest Fire Detection
IEEE_X;2025;Engagement of Artificial Intelligence in Higher Education: University of Petra as a Case Study
IEEE_X;2024;Exploration and Reflection of Legal Artificial Intelligence in Japan
IEEE_X;2025;Revolutionizing Healthcare: The Role of AI and BigData Analytics in Disease Prevention and Management
IEEE_X;2023;Recent Research on Artificial Intelligence, Machine Learning, and Deep Learning in Consumer Electronics Technology
IEEE_X;2022;Systematic Literature Review on Application of Artificial Intelligence in Cancer Detection Using Image Processing
IEEE_X;2023;The Primary Healthcare Providers' Attitudes towards Artificial Intelligence and Information Communication Technologies Implementation into Pancreatic Cancer Risk Prediction, Prevention and Early Diagnosis
IEEE_X;2025;Artificial Intelligence In Cognitive Impairment:Research Landscape and Emerging Fronts in Early Detection and Diagnosis
IEEE_X;2024;Activation Functions: Bridging the Gap Between Theory and Application in Deep Learning
IEEE_X;2019;Deep Learning at Your Fingertips
IEEE_X;2025;Novel Strategies for Integrating Blockchain and Deep Learning: Foster Ethical, Secure, and Transparent Artificial Intelligence Systems
IEEE_X;2023;Edge Technologies for Disaster Management: A Survey of Social Media and Artificial Intelligence Integration
IEEE_X;2025;Talking About the Application of Artificial Intelligence in Japanese Translation
IEEE_X;2021;Artificial intelligence neural networks: Split personality
IEEE_X;2022;Explainable artificial intelligence (XAI): How to make image analysis deep learning models transparent
IEEE_X;2025;From 5G to 6G: The Role of AI, Machine Learning, and Deep Learning in Wireless Systems
IEEE_X;2024;Teachers' Perception of Artificial Intelligence Integration in Learning: A Cross-Sectional Online Questionnaire Survey
IEEE_X;2025;A Comprehensive Survey on AI in Counter-Terrorism and Cybersecurity: Challenges and Ethical Dimensions
IEEE_X;2021;Study on the Application Fields and Development Prospects of Artificial Intelligence
IEEE_X;2021;Deep Learning for Multigrade Brain Tumor Classification in Smart Healthcare Systems: A Prospective Survey
IEEE_X;2024;Visual Analysis of Artificial Intelligence in Short Video Research Based on Citespace
IEEE_X;2025;The Impact of Artificial Intelligence in Identifying Stroke Risk Factors
IEEE_X;2023;Database Meets Artificial Intelligence: A Survey (Extended Abstract)
IEEE_X;2023;A Comprehensive Survey on Artificial Intelligence Based Methods and Technologies Used to Detect Nutrition Level (Malnourishment)
IEEE_X;2025;Research on the Application of Artificial Intelligence Technology in Military Training
IEEE_X;2020;Machine Learning and Deep Learning applications in E-learning Systems: A Literature Survey using Topic Modeling Approach
IEEE_X;2024;Classification of Artificial Intelligence-Generated and Real Images by Deep Learning
IEEE_X;2021;Deep Learning Weather Forecasting Techniques: Literature Survey
IEEE_X;2024;Digital Vigilance: AI Solutions in the Quest for Missing Persons using face recognition with deep learning algorithms
IEEE_X;2023;An Analysis of Pre-trained Models Versus Custom Deep Learning Models for Forest Fire Detection
IEEE_X;2024;Public Perception of Artificial Intelligence: A Quantitative Study
IEEE_X;2023;Emotional Intelligence Through Artificial Intelligence: NLP and Deep Learning in the Analysis of Healthcare Texts
IEEE_X;2025;Diagnosis of Gallbladder Diseases Using Artificial Intelligence: A Comprehensive Survey
IEEE_X;2023;Analysis of Artificial Intelligence Towards the Digital Marketing Revolution
IEEE_X;2021;A survey on Artificial Intelligence based techniques to convert User Interface design mock-ups to code
IEEE_X;2023;A Review on Forest Fire Detection and Monitoring Systems
IEEE_X;2024;Artificial Intelligence in Tools Pharamaceutical Research and Healthcare Drug Discovery
IEEE_X;2025;Artificial Intelligence and Optimization: Perfecting Decision-Making Models
IEEE_X;2025;AI Enabled ICDS to Combat Malnutrition: Challenges, Opportunities, and the Path Forward
IEEE_X;2024;Explainable Artificial Intelligence for Deep Synthetic Data Generation Models
IEEE_X;2020;The Application of Artificial Intelligence in Foreign Language Teaching
IEEE_X;2023;Empowering Non-Terrestrial Networks With Artificial Intelligence: A Survey
IEEE_X;2025;Development of Students' Digital Competence in the Context of using Artificial Intelligence Technologies
IEEE_X;2025;Differentiating Artificial Intelligence, Machine Learning, Deep Learning, and Data Mining
IEEE_X;2022;Use of Deep Learning Application in Medical Devices
IEEE_X;2023;Breakthroughs and Challenges of Machine Translation in the Era of Artificial Intelligence
IEEE_X;2024;Engineers' Perspectives on the Use of Generative Artificial Intelligence Tools in the Workplace
IEEE_X;2024;Analyzing File Access Characteristics for Deep Learning Workloads on Mobile Devices
IEEE_X;2025;A Comprehensive Survey on Hybrid and Transfer Learning Models for Brain Tumor Classification
IEEE_X;2021;The Application of Artificial Intelligence in Computer Network Technology
IEEE_X;2025;Scientific Mapping of Breast Cancer Research based on Multimodal Deep Learning: A Perspective on Its Development and Future Work
IEEE_X;2025;Application of Artificial Intelligence in Personalized Consumer Recommendations
IEEE_X;2024;A Recent Survey on AI Enabled Practices for Smart Agriculture
IEEE_X;2023;Clustering Analysis of Integrated Rural Land for Three Industries Using Deep Learning and Artificial Intelligence
IEEE_X;2023;Artificial Intelligence in KM Processes: Emerging Trends and Challenges
IEEE_X;2024;Patient Attitude on the Application of Artificial Intelligence in Diabetes Care
IEEE_X;2024;Photometric Measurement Algorithm for SDSS Survey Images Based on Deep Learning
IEEE_X;2021;A Systematic Review of Human-Computer Interaction and Explainable Artificial Intelligence in Healthcare With Artificial Intelligence Techniques
IEEE_X;2025;AI Guided Ultrasound Image Acquisition for Faster, Better and Consistent Quality Images: A Survey
IEEE_X;2024;Forest Fire Detection Using Ensemble Deep Learning Model With XAi
IEEE_X;2024;Artificial Intelligence System Based on Visual Communication Using Convolutional Auto-Encoder and Convolutional Neural Network
IEEE_X;2025;Artificial Intelligence for Enhancing Science Education: A Decade of Trends, Themes, and Global Insights (2013-2023)
IEEE_X;2023;A review on early forest fire detection using IoT-enabled WSN
IEEE_X;2024;Artificial Intelligence (AI), Machine Learning (ML) & Deep Learning (DL): A Comprehensive Overview on Techniques, Applications and Research Directions
IEEE_X;2024;Fake Reviews Detection Using Deep Learning: A Survey
IEEE_X;2024;Realizing Artificial Intelligence in Healthcare: Applications and Challenges
IEEE_X;2025;From Reconstruction to Detection: A Comprehensive Survey on Image Inpainting Forensics
IEEE_X;2026;Artificial Intelligence as the Shield of Cybersecurity
IEEE_X;2023;Prakruti Assessment Techniques and its Relationship with HRV through Artificial Intelligence Models-A Premeditated Review
IEEE_X;2023;EXplainable Artificial Intelligence (XAI) for MRI brain tumor diagnosis: A survey
IEEE_X;2021;Application of artificial intelligence in computer network technology in the era of big data
IEEE_X;2025;Artificial Intelligence in Malaysian Education: An Evaluation of Opportunities and Pathways
IEEE_X;2019;Artificial Intelligence Marketing: Chatbots
IEEE_X;2023;Research on artificial intelligence based on projection pursuit and real coded genetic algorithm
IEEE_X;2023;Forest Fire Detection using Convolutional Neural Network Model
IEEE_X;2022;Perspectives on the Impact of Artificial Intelligence & Machine Learning on Processes & Structures Engineering
IEEE_X;2025;Advancing AI Spatial Reasoning through RCC-8 Integration with Deep Learning
IEEE_X;2024;Advancements in Forest Fire Prediction: Techniques and Technologies
IEEE_X;2025;Leveraging Artificial Intelligence and Cloud Computing for Secure Early Diagnosis and Treatment of Medical Disease
IEEE_X;2024;OCT Vision: Retinal Disease Detection Using Deep Learning
IEEE_X;2024;Coastline Change Monitoring Based on Sentinel-2 Image Deep Learning
IEEE_X;2021;Artificial Intelligence Pathologist: The use of Artificial Intelligence in Digital Healthcare
IEEE_X;2025;A Survey of Intrusion Detection Systems in Deep Learning Era: Methods and Perspectives
IEEE_X;2026;Emerging Trends in Wildfire Detection Through the Lens of Computer Vision and Wildfire Emission Quantification: A Comprehensive Survey
IEEE_X;2024;Forest Fire Prediction and Management using AI (Artificial Intelligence), ML (Machine Learning) and Deep Learning Techniques
IEEE_X;2022;A Review On Forest Fire Prediction Techniques
IEEE_X;2026;Survey of AI-Enabled IoT for Wildfire Prediction, Detection, and Post-Operations
IEEE_X;2025;A Systematic Survey on Artificial Intelligence Based Gesture Centric Behavioral Profiling and Risk Prediction Among Autistic Children
IEEE_X;2025;Artificial Intelligence in Corporate Culture Assessment: A Study of the Correlation Between Deep Learning and Corporate Performance
IEEE_X;2020;Automatic Acquisition Method of Geotechnical Engineering Survey Data based on Artificial Intelligence
IEEE_X;2021;A Preliminary Study of Artificial Intelligence Deep Learning Amid Teaching of Public Relations Course
IEEE_X;2025;Deep Learning Scalability: A Survey of Challenges, Techniques, and Future Trends
IEEE_X;2023;The Boundaries of Copyright Protection for Deep Learning Technologies of Artificial Intelligence
IEEE_X;2024;A Survey on Artificial Intelligence-Based Cyber Security in IoT Networks
IEEE_X;2024;A Concise Review of Artificial Intelligence Methods for Forest-Fire Monitoring Systems
IEEE_X;2023;How Wildfire Wreaked Havoc in California: Impact of evacuation on residents?
IEEE_X;2023;Construction of English Teaching System Based on Deep Learning Models and Artificial Intelligence Technology
IEEE_X;2024;Applications Of Artificial Intelligence In Firefighting Management Systems: A Bibliometric Review
IEEE_X;2024;Diabetic Retinopathy Detection: An Automatic Modelling Using Artificial Intelligence & Deep Learning
IEEE_X;2011;Notice of Violation of IEEE Publication Principles: Review of wildfire smoke detection techniques based on visible spectrum video analysis
IEEE_X;2024;Current State, Potentials and Challenges for the Use of Artificial Intelligence in the early Phase of Product Development: A Survey
IEEE_X;2024;A review of risk assessment of transmission lines under wildfire disaster
IEEE_X;2025;Predictive Modelling for Cardiovascular Health: A Survey on Deep Learning Approaches
IEEE_X;2025;Frontiers and Challenges of Artificial Intelligence Algorithms in Data Science
