SCHOLA;2020;A review of machine learning applications in wildfire science and management
SCHOLA;2022;A systematic review of applications of machine learning techniques for wildfire management decision support
SCHOLA;2024;Machine learning and deep learning for wildfire spread prediction: A review
SCHOLA;2024;Forest fire surveillance systems: A review of deep learning methods
SCHOLA;2025;A Comprehensive Review of Empirical and Dynamic Wildfire Simulators and Machine Learning Techniques used for the Prediction of Wildfire in Australia
SCHOLA;2020;Wildfire management in Canada: Review, challenges and opportunities
SCHOLA;2024;Application of deep learning in forest fire prediction: a systematic review
SCHOLA;2019;Review of wildfire management techniques-Part I: Causes, prevention, detection, suppression, and data analytics
SCHOLA;2021;Role of machine learning algorithms in forest fire management: A literature review
SCHOLA;2011;Uncertainty and risk in wildland fire management: a review
SCHOLA;2019;Spatial prediction of wildfire susceptibility using field survey GPS data and machine learning approaches
SCHOLA;2013;A review of recent advances in risk analysis for wildfire management
SCHOLA;2012;A review of operations research methods applicable to wildfire management
SCHOLA;2022;A review on early wildfire detection from unmanned aerial vehicles using deep learning-based computer vision algorithms
SCHOLA;2024;Trending and emerging prospects of physics-based and ML-based wildfire spread models: A comprehensive review
SCHOLA;2014;A review on forest fire detection techniques
SCHOLA;2025;Remote Sensing for Wildfire Mapping: A Comprehensive Review of Advances, Platforms, and Algorithms
SCHOLA;2023;Bushfire management strategies: current practice, technological advancement and challenges
SCHOLA;2023;Autonomous unmanned aerial vehicles in bushfire management: Challenges and opportunities
SCHOLA;2014;Review of wildfire detection using social media
SCHOLA;2024;Review of modern forest fire detection techniques: Innovations in image processing and deep learning
SCHOLA;2023;Integrated wildfire danger models and factors: A review
SCHOLA;2019;Review of wildfire management techniques-Part II: Urgent call for investment in research and development of preventative solutions
SCHOLA;2024;Computer vision for wildfire detection: a critical brief review
SCHOLA;2024;A comprehensive survey of research towards AI-enabled unmanned aerial systems in pre-, active-, and post-wildfire management
SCHOLA;2021;A survey of machine learning algorithms based forest fires prediction and detection systems
SCHOLA;2015;A review of recent forest and wildland fire management decision support systems research
SCHOLA;2025;Systematic review of post-wildfire landslides
SCHOLA;2026;Emerging Trends in Wildfire Detection through the Lens of Computer Vision and Wildfire Emission Quantification: A Comprehensive Survey
SCHOLA;2025;Active wildfire detection via satellite imagery and machine learning: An empirical investigation of Australian wildfires
SCHOLA;2021;Three lines of defense for wildfire risk management in electric power grids: A review
SCHOLA;2023;Forest fire management using machine learning techniques
SCHOLA;2024;Review and perspectives of digital twin systems for wildland fire management
SCHOLA;2020;The use of science in wildland fire management: A review of barriers and facilitators
SCHOLA;2024;Navigating the evolving landscape of wildfire management: a systematic review of decision support tools
SCHOLA;2025;AI for Wildfire Management: From Prediction to Detection, Simulation, and Impact Analysis-Bridging Lab Metrics and Real-World Validation
SCHOLA;2026;Artificial Intelligence for Geospatial Decision Support in Rural Wildfire Management: A Configurational Mapping Review
SCHOLA;2026;Wildfire Management: A Systematic Review of Optimization Under Uncertainty and Complexity
SCHOLA;2022;Wildfire induces changes in receiving waters: A review with considerations for water quality management
SCHOLA;2023;Exploring unmanned aerial systems operations in wildfire management: Data types, processing algorithms and navigation
SCHOLA;2020;Comparisons of diverse machine learning approaches for wildfire susceptibility mapping
SCHOLA;2024;Fire detection with deep learning: a comprehensive review
SCHOLA;2011;A comparative review on wildfire simulators
SCHOLA;2021;Integrating wildfire risk management and spatial planning-A historical review of two Australian planning systems
SCHOLA;2025;Review of wildfire detection, fighting, and technologies: Future prospects and insights
SCHOLA;2025;Machine learning methods for wildfire risk assessment
SCHOLA;2026;Survey of AI-Enabled IoT for Wildfire Prediction, Detection, and Post-Operations
SCHOLA;2025;A comprehensive survey of the machine learning pipeline for wildfire risk prediction and assessment
SCHOLA;2024;Research trends in wildland fire prediction amidst climate change: A comprehensive bibliometric analysis
SCHOLA;2023;Deep learning approaches for wildland fires using satellite remote sensing data: Detection, mapping, and prediction
SCHOLA;2024;Wildfire risk prediction: A review
SCHOLA;2024;Wildfire impacts on security of electric power systems: a survey of risk identification and mitigation approaches
SCHOLA;1998;Current approaches to modelling the spread of wildland fire: a review
